Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name[1],File Name[2],Plate Barcode,IBT Barcode,Conc1,CELL LINE,RUN,SET,notes,MetaPath,Conc,Cmpd1,Func,LIB_WELL_ID,TimePoint,CellLine,PlateID,Count_FA,Count_RZ,Count_Unit,Count_GRI
A - 11,Summary,8878,,A,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BMS-536924""","""sing""",8364.0,0.0,0.0,28348,7.39543131323668e-002,-1.68408551068884,7.5979210202004e-002,0.961864335006425
A - 12,Summary,8723,,A,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BEXAROTENE""","""sing""",8358.0,0.0,0.0,28348,9.0122040262856e-002,-2.05225653206651,9.25896158173927e-002,0.95322498241912
A - 13,Summary,9241,,A,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""CEDIRANIB""","""sing""",8373.0,0.0,0.0,28348,3.60905392719307e-002,-0.821852731591449,3.70787118898355e-002,0.981663479291287
A - 14,Summary,9042,,A,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""CANERTINIB""","""sing""",8372.0,0.0,0.0,28348,5.68478147491395e-002,-1.29453681710214,5.84043294218507e-002,0.970883117476648
A - 15,Summary,9943,,A,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""CI 1040""","""sing""",8378.0,0.0,0.0,28348,-3.71336184416398e-002,0.845605700712589,-3.81503509617961e-002,1.01835590871156
A - 16,Summary,9245,,A,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""CYCLOPAMINE""","""sing""",8381.0,0.0,0.0,28348,3.56733076040472e-002,-0.812351543942993,3.66500562610513e-002,0.981878378662607
A - 17,Summary,8959,,A,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""LENALIDOMIDE""","""sing""",8410.0,0.0,0.0,28348,6.5505371857724e-002,-1.4916864608076,6.72989337191234e-002,0.966334196648512
A - 18,Summary,4984,,A,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""DASATINIB""","""sing""",8382.0,0.0,0.0,28348,0.480129341817044,-10.9334916864608,0.493275464823447,0.697621898895362
A - 19,Summary,6311,,A,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""PD 0325901 ""","""sing""",8431.0,0.0,0.0,28348,0.341712735996662,-7.78147268408551,0.351068959974281,0.801066596699327
A - 20,Summary,661,,A,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""17-DMAG""","""sing""",8338.0,0.0,0.0,28348,0.931052466882236,-21.2019002375297,0.956545035631999,2.32786172464503e-002
A - 21,Summary,10444,,A,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""PERIFOSINE""","""sing""",8437.0,0.0,0.0,28348,-8.93918848440596e-002,2.03562945368171,-9.18394684670203e-002,1.04337155834714
A - 22,Summary,9450,,A,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""CHIR 258""","""sing""",8374.0,0.0,0.0,28348,1.42901846250131e-002,-0.32541567695962,1.46814552858597e-002,0.992799854511514
A - 23,Summary,505,,A,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-005,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,1.0E-5,"""KPT330""","""DRC1""",0.0,0.0,0.0,28348,0.947324501929696,-21.5724465558195,0.973262605154584,-4.34683074172439e-002
A - 24,Summary,9979,,A,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,0.0,"""NEG""",0.0,0.0,0.0,28348,-4.0888703452592e-002,0.931116389548694,-4.20082516208541e-002,1.02018455240835
B - 1,Summary,10149,,B,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,0.0,"""NEG""",0.0,0.0,0.0,28348,-5.86210493376447e-002,1.33491686460808,-6.02261158441837e-002,1.02875362394983
B - 2,Summary,251,,B,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-005,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,1.0E-5,"""doxorubicin""","""POS""",0.0,0.0,0.0,28348,0.973818712840305,-22.1757719714964,1.00048223758238,-0.197174956792425
B - 3,Summary,3258,,B,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Etoposide  ""","""sing""",17664.0,0.0,0.0,28348,0.660164806508814,-15.0332541567696,0.678240368643841,0.52608386036857
B - 4,Summary,9198,,B,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Allopurinol""","""sing""",17607.0,0.0,0.0,28348,4.05757797016794e-002,-0.923990498812352,4.16867598992659e-002,0.979348896736825
B - 5,Summary,882,,B,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Epirubicin hydrochloride""","""sing""",17643.0,0.0,0.0,28348,0.908000417231668,-20.6769596199525,0.932861812141671,9.997416641006e-002
B - 6,Summary,10409,,B,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Thalidomide  ""","""sing""",17630.0,0.0,0.0,28348,-8.57411077500783e-002,1.95249406175772,-8.80887317151583e-002,1.04165353421882
B - 7,Summary,9961,,B,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Tretinoin""","""sing""",17665.0,0.0,0.0,28348,-3.9011160947116e-002,0.888361045130641,-4.00793012913251e-002,1.0192708496704
B - 8,Summary,8452,,B,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Bendamustine hydrochloride""","""sing""",17714.0,0.0,0.0,28348,0.118389485761969,-2.69596199524941,0.121631034667524,0.937839560542773
B - 9,Summary,9553,,B,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Vemurafenib  ""","""sing""",17693.0,0.0,0.0,28348,3.54646917701051e-003,-8.07600950118765e-002,3.64357284466592e-003,0.998220332858013
B - 10,Summary,8839,,B,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Pentostatin""","""sing""",17638.0,0.0,0.0,28348,7.80223218942318e-002,-1.77672209026128,8.01586025826502e-002,0.959701271793776
B - 11,Summary,8775,,B,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Vandetanib""","""sing""",17672.0,0.0,0.0,28348,8.46980285803692e-002,-1.92874109263658,8.70170926431978e-002,0.956136078633536
B - 12,Summary,11447,,B,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28348_1\4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,4x_DAPI_A2780ip2_28348_1.2019.09.03.14.15.11.CSV,CC_AOD8_map.xlsx,28348,CC_AOD8,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""Sorafenib""","""sing""",17654.0,0.0,0.0,28348,-0.19401272556587,4.41805225653207,-0.199324867384665,1.09086685102015
