Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name,Plate Barcode,IBT Barcode,Conc,CELL LINE,RUN,SET,notes
A - 11,Summary,605,,A,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 12,Summary,601,,A,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 13,Summary,596,,A,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 14,Summary,626,,A,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 15,Summary,662,,A,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 16,Summary,619,,A,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 17,Summary,600,,A,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 18,Summary,610,,A,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 19,Summary,621,,A,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 20,Summary,602,,A,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 21,Summary,583,,A,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 22,Summary,617,,A,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 23,Summary,579,,A,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
A - 24,Summary,612,,A,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 1,Summary,621,,B,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 2,Summary,602,,B,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 3,Summary,584,,B,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 4,Summary,635,,B,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 5,Summary,613,,B,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 6,Summary,560,,B,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 7,Summary,571,,B,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 8,Summary,532,,B,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 9,Summary,591,,B,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 10,Summary,658,,B,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 11,Summary,625,,B,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 12,Summary,601,,B,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 13,Summary,628,,B,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 14,Summary,606,,B,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 15,Summary,600,,B,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 16,Summary,602,,B,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 17,Summary,607,,B,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 18,Summary,620,,B,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 19,Summary,583,,B,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 20,Summary,570,,B,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 21,Summary,617,,B,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 22,Summary,592,,B,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 23,Summary,615,,B,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
B - 24,Summary,666,,B,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 1,Summary,636,,C,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 2,Summary,640,,C,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 3,Summary,661,,C,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 4,Summary,648,,C,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 5,Summary,635,,C,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 6,Summary,696,,C,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 7,Summary,611,,C,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 8,Summary,586,,C,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 9,Summary,624,,C,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 10,Summary,560,,C,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 11,Summary,650,,C,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 12,Summary,601,,C,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 13,Summary,576,,C,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 14,Summary,610,,C,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 15,Summary,562,,C,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 16,Summary,620,,C,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 17,Summary,634,,C,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 18,Summary,582,,C,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 19,Summary,596,,C,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 20,Summary,634,,C,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 21,Summary,677,,C,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
C - 22,Summary,594,,C,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28345_1\4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,4x_DAPI_A2780ip2_28345_1.2019.09.03.13.54.49.CSV,28345,Day0,,A2780ip2,1,1,20190906
